external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,rates,amount_usd,chargeback
4dVccXVROp_EvwBX8G3kl,True,GLOBALPAY,evt_1EEGtCsaxk8kQ8ZvWNO1tWR,2019-01-25T04:48:00.000Z,DECLINED,False,26131.96,AE,USD,"{""CAD"":1.3964673764046038,""EUR"":0.8722747193209515,""MXN"":25.123671991499396,""USD"":1,""SGD"":1.3989287656573344,""AUD"":1.699503078051596,""GBP"":0.8279197147214615}",26131.96,False
lHrowN7Z7aJB3mjqY1rRj,True,GLOBALPAY,evt_1EeMlMQ-G6Wd-jWUL2wC9SM,2019-01-25T09:36:00.000Z,ACCEPTED,False,26651.74,AE,USD,"{""CAD"":1.3964673764046038,""EUR"":0.8722747193209515,""MXN"":25.123671991499396,""USD"":1,""SGD"":1.3989287656573344,""AUD"":1.699503078051596,""GBP"":0.8279197147214615}",26651.74,False
yiO8bBvyRwqCg-a6GP7wS,True,GLOBALPAY,evt_1E3Qs4whh-FB4CoIJ29W6-f,2019-01-25T14:24:00.000Z,ACCEPTED,False,26662.66,AE,USD,"{""CAD"":1.3964673764046038,""EUR"":0.8722747193209515,""MXN"":25.123671991499396,""USD"":1,""SGD"":1.3989287656573344,""AUD"":1.699503078051596,""GBP"":0.8279197147214615}",26662.66,False
MQr-4drzjoiGDe3pnT9Nf,True,GLOBALPAY,evt_1Ec2eSaYs0hlb3xLeOanTjj,2019-01-25T19:12:00.000Z,ACCEPTED,False,26796.15,AE,USD,"{""CAD"":1.3964673764046038,""EUR"":0.8722747193209515,""MXN"":25.123671991499396,""USD"":1,""SGD"":1.3989287656573344,""AUD"":1.699503078051596,""GBP"":0.8279197147214615}",26796.15,False
LgV2DEUpybqbI-iLOnS_a,True,GLOBALPAY,evt_1ELpNyqlqYh7pzNXK8MlEVM,2019-01-26T00:00:00.000Z,ACCEPTED,False,26453.63,US,USD,"{""CAD"":1.393538625721992,""EUR"":0.8744063219986159,""MXN"":25.123966453960968,""USD"":1,""SGD"":1.3992958696526407,""AUD"":1.6983760099589944,""GBP"":0.8286016937593224}",26453.63,False
YabTEDe3BEBsG3QwVN5vg,True,GLOBALPAY,evt_1EHBjdjto-PJxuVHiNbmMGl,2019-01-26T04:48:00.000Z,DECLINED,False,26160.69,US,USD,"{""CAD"":1.393538625721992,""EUR"":0.8744063219986159,""MXN"":25.123966453960968,""USD"":1,""SGD"":1.3992958696526407,""AUD"":1.6983760099589944,""GBP"":0.8286016937593224}",26160.69,False
a1Wuy-bRFPg_jDDaF8raZ,True,GLOBALPAY,evt_1Edv7lb8B0hVQ_kTZw-_KX4,2019-01-26T09:36:00.000Z,DECLINED,False,26197.94,US,USD,"{""CAD"":1.393538625721992,""EUR"":0.8744063219986159,""MXN"":25.123966453960968,""USD"":1,""SGD"":1.3992958696526407,""AUD"":1.6983760099589944,""GBP"":0.8286016937593224}",26197.94,False
vtjVoYjEtQQKPbUa9ro6k,True,GLOBALPAY,evt_1Eyanf-5Y9YRJ4Bp-Cw7Ldw,2019-01-26T14:24:00.000Z,ACCEPTED,False,26191.2,US,USD,"{""CAD"":1.393538625721992,""EUR"":0.8744063219986159,""MXN"":25.123966453960968,""USD"":1,""SGD"":1.3992958696526407,""AUD"":1.6983760099589944,""GBP"":0.8286016937593224}",26191.2,False
ynXvbVq76bVL-c101B-1I,True,GLOBALPAY,evt_1EUXohdGibNa4uh94sMNy5_,2019-01-26T19:12:00.000Z,DECLINED,False,26385.55,US,USD,"{""CAD"":1.393538625721992,""EUR"":0.8744063219986159,""MXN"":25.123966453960968,""USD"":1,""SGD"":1.3992958696526407,""AUD"":1.6983760099589944,""GBP"":0.8286016937593224}",26385.55,False
_kTvqf3YbSe2gtjKHsDmo,True,GLOBALPAY,evt_1EvUOAcw5SRMZ3HjMSGtQA2,2019-01-26T00:00:00.000Z,ACCEPTED,False,21327.5,MX,MXN,"{""CAD"":1.3959643478031238,""EUR"":0.8740477448807193,""MXN"":25.12480583084696,""USD"":1,""SGD"":1.3985125575804371,""AUD"":1.7003582149598104,""GBP"":0.8303212811547042}",848.8622815072736,False
iYee2qJN8JLxX6xUdrG8T,True,GLOBALPAY,evt_1ENQgIFfxdXLqz_m3eOd3df,2019-01-26T04:48:00.000Z,ACCEPTED,False,22020.73,MX,MXN,"{""CAD"":1.3959643478031238,""EUR"":0.8740477448807193,""MXN"":25.12480583084696,""USD"":1,""SGD"":1.3985125575804371,""AUD"":1.7003582149598104,""GBP"":0.8303212811547042}",876.4537385186104,False
go79sDypT8_8HG8j11_Mk,True,GLOBALPAY,evt_1EHnT6FvhYrgeItb14MmvW_,2019-01-26T09:36:00.000Z,DECLINED,False,22675.93,MX,MXN,"{""CAD"":1.3959643478031238,""EUR"":0.8740477448807193,""MXN"":25.12480583084696,""USD"":1,""SGD"":1.3985125575804371,""AUD"":1.7003582149598104,""GBP"":0.8303212811547042}",902.531551991524,False
8Kw4TFvUuY9ZIFusBTK2U,True,GLOBALPAY,evt_1EP7-e5l-Eb4dldiiM7h3P-,2019-01-26T14:24:00.000Z,ACCEPTED,False,23103.81,MX,MXN,"{""CAD"":1.3959643478031238,""EUR"":0.8740477448807193,""MXN"":25.12480583084696,""USD"":1,""SGD"":1.3985125575804371,""AUD"":1.7003582149598104,""GBP"":0.8303212811547042}",919.5617333541468,False
ex29VPEJj8KqiwAHIOH1d,True,GLOBALPAY,evt_1ElDlESQOSHwSD3RG_UTnMs,2019-01-26T19:12:00.000Z,ACCEPTED,False,23608.24,MX,MXN,"{""CAD"":1.3959643478031238,""EUR"":0.8740477448807193,""MXN"":25.12480583084696,""USD"":1,""SGD"":1.3985125575804371,""AUD"":1.7003582149598104,""GBP"":0.8303212811547042}",939.6387044318968,False
R0EYmBayme9AAXJX05R6i,True,GLOBALPAY,evt_1EkxDPIk1wBvI_E2JWzoYyi,2019-01-26T00:00:00.000Z,ACCEPTED,False,23037.27,UK,GBP,"{""CAD"":1.3968069551380207,""EUR"":0.8743263642565527,""MXN"":25.126489331524624,""USD"":1,""SGD"":1.4009383242730973,""AUD"":1.6964372427901917,""GBP"":0.8298179304656613}",27761.83684904517,False
bFdrQmnMVTYEn5__n6bNW,True,GLOBALPAY,evt_1EP6UpURRhLe7LlTq1rJw_Y,2019-01-26T04:48:00.000Z,ACCEPTED,False,23167.38,UK,GBP,"{""CAD"":1.3968069551380207,""EUR"":0.8743263642565527,""MXN"":25.126489331524624,""USD"":1,""SGD"":1.4009383242730973,""AUD"":1.6964372427901917,""GBP"":0.8298179304656613}",27918.630279535384,False
y4YWrhQp4zuWQI1TIjT42,True,GLOBALPAY,evt_1E-9gO1HUdiWAIhPMOPkOFN,2019-01-26T09:36:00.000Z,ACCEPTED,False,23300.56,UK,GBP,"{""CAD"":1.3968069551380207,""EUR"":0.8743263642565527,""MXN"":25.126489331524624,""USD"":1,""SGD"":1.4009383242730973,""AUD"":1.6964372427901917,""GBP"":0.8298179304656613}",28079.12331675533,False
AjaqMZxRDh_11Meo0HuZh,True,GLOBALPAY,evt_1EMB-CIhbHPnNEAR2fO9X7a,2019-01-26T14:24:00.000Z,ACCEPTED,False,23342.45,UK,GBP,"{""CAD"":1.3968069551380207,""EUR"":0.8743263642565527,""MXN"":25.126489331524624,""USD"":1,""SGD"":1.4009383242730973,""AUD"":1.6964372427901917,""GBP"":0.8298179304656613}",28129.604269819927,False
flg_eXUPB1_HJl_j5oqM8,True,GLOBALPAY,evt_1E1ERrRe0sBwNlIjGonkcAm,2019-01-26T19:12:00.000Z,ACCEPTED,False,23448.28,UK,GBP,"{""CAD"":1.3968069551380207,""EUR"":0.8743263642565527,""MXN"":25.126489331524624,""USD"":1,""SGD"":1.4009383242730973,""AUD"":1.6964372427901917,""GBP"":0.8298179304656613}",28257.1382698874,False
EFfhMAKLRJOuhf-fiy6Gk,True,GLOBALPAY,evt_1Es8Ty7Qb72VY53lBJ5FdtI,2019-01-26T00:00:00.000Z,ACCEPTED,False,25754.46,FR,EUR,"{""CAD"":1.394599280031486,""EUR"":0.8724105820806782,""MXN"":25.123216770865373,""USD"":1,""SGD"":1.3999286483958862,""AUD"":1.6948689790560936,""GBP"":0.8321265012590123}",29521.03118531212,False
bwPKYHs7kf7c9sRTqoSNo,True,GLOBALPAY,evt_1E-_oNAmA7ABzaghAsKZ-UK,2019-01-26T04:48:00.000Z,ACCEPTED,False,26446.76,FR,EUR,"{""CAD"":1.394599280031486,""EUR"":0.8724105820806782,""MXN"":25.123216770865373,""USD"":1,""SGD"":1.3999286483958862,""AUD"":1.6948689790560936,""GBP"":0.8321265012590123}",30314.579560606788,False
HwKn4w1JprqNq_oX2M5AK,True,GLOBALPAY,evt_1EPkoBO5wYf6MVlGLfAH0FF,2019-01-26T09:36:00.000Z,DECLINED,False,26354.98,FR,EUR,"{""CAD"":1.394599280031486,""EUR"":0.8724105820806782,""MXN"":25.123216770865373,""USD"":1,""SGD"":1.3999286483958862,""AUD"":1.6948689790560936,""GBP"":0.8321265012590123}",30209.37680185401,False
XGnZW6-apRNgZqLcoh2hM,True,GLOBALPAY,evt_1E-DdWeC_kZEFu9gmqQ_Isp,2019-01-26T14:24:00.000Z,ACCEPTED,False,26330.27,FR,EUR,"{""CAD"":1.394599280031486,""EUR"":0.8724105820806782,""MXN"":25.123216770865373,""USD"":1,""SGD"":1.3999286483958862,""AUD"":1.6948689790560936,""GBP"":0.8321265012590123}",30181.05298218981,False
k9Mb1I6hENjlCAOJT0Q8q,True,GLOBALPAY,evt_1EOQq8GO8i3e4wMBeSmLrQZ,2019-01-26T19:12:00.000Z,ACCEPTED,False,26207.09,FR,EUR,"{""CAD"":1.394599280031486,""EUR"":0.8724105820806782,""MXN"":25.123216770865373,""USD"":1,""SGD"":1.3999286483958862,""AUD"":1.6948689790560936,""GBP"":0.8321265012590123}",30039.8579961017,False
WDkYAB3GJZ3p0dIlntzYS,True,GLOBALPAY,evt_1EJOgYMHCrfP7ZZGEtv7hAV,2019-01-26T00:00:00.000Z,DECLINED,False,21884.95,CA,CAD,"{""CAD"":1.3966691822086004,""EUR"":0.8760560132049109,""MXN"":25.12814050266014,""USD"":1,""SGD"":1.3983642191085257,""AUD"":1.6993693569306019,""GBP"":0.8330703065220983}",15669.387052267157,False
qy02wcF_p4X-Rh4yJunRD,True,GLOBALPAY,evt_1EhB6IiV34g_r5nlh9Ua-XA,2019-01-26T04:48:00.000Z,ACCEPTED,False,21837.48,CA,CAD,"{""CAD"":1.3966691822086004,""EUR"":0.8760560132049109,""MXN"":25.12814050266014,""USD"":1,""SGD"":1.3983642191085257,""AUD"":1.6993693569306019,""GBP"":0.8330703065220983}",15635.399046657314,False
5vDWZr3KcnUQrDobIlq7n,True,GLOBALPAY,evt_1EqxPm7ru5md9ioKR5YNs34,2019-01-26T09:36:00.000Z,ACCEPTED,False,21865.53,CA,CAD,"{""CAD"":1.3966691822086004,""EUR"":0.8760560132049109,""MXN"":25.12814050266014,""USD"":1,""SGD"":1.3983642191085257,""AUD"":1.6993693569306019,""GBP"":0.8330703065220983}",15655.482542704418,False
9FYKF4iXFXOpSxe-VaIVi,True,GLOBALPAY,evt_1E7Ufpa0O-_MogJ1yuEhChL,2019-01-26T14:24:00.000Z,DECLINED,False,22270.74,CA,CAD,"{""CAD"":1.3966691822086004,""EUR"":0.8760560132049109,""MXN"":25.12814050266014,""USD"":1,""SGD"":1.3983642191085257,""AUD"":1.6993693569306019,""GBP"":0.8330703065220983}",15945.608511804152,False
tLTNBLtOdah7wrVnKbN79,True,GLOBALPAY,evt_1EPzGdJf1-HKOi9Xts9dtUM,2019-01-26T19:12:00.000Z,ACCEPTED,False,22071.93,CA,CAD,"{""CAD"":1.3966691822086004,""EUR"":0.8760560132049109,""MXN"":25.12814050266014,""USD"":1,""SGD"":1.3983642191085257,""AUD"":1.6993693569306019,""GBP"":0.8330703065220983}",15803.262706131249,False
6hONt6GX57sidK7W9ravP,True,GLOBALPAY,evt_1EQ56LF6QAasGQUw0-YQnZM,2019-01-26T00:00:00.000Z,DECLINED,False,27461.32,AE,USD,"{""CAD"":1.4002210215251358,""EUR"":0.8793738462629638,""MXN"":25.133098292964643,""USD"":1,""SGD"":1.403209609737394,""AUD"":1.6972712173642166,""GBP"":0.8320170540937497}",27461.32,False
nphtajJi-kWLlO2qAixxC,True,GLOBALPAY,evt_1EdrLFcaIPSdytXV2CnwQ3r,2019-01-26T04:48:00.000Z,DECLINED,False,28038.55,AE,USD,"{""CAD"":1.4002210215251358,""EUR"":0.8793738462629638,""MXN"":25.133098292964643,""USD"":1,""SGD"":1.403209609737394,""AUD"":1.6972712173642166,""GBP"":0.8320170540937497}",28038.55,False
K1aAVwO5rUo546rmlxdJF,True,GLOBALPAY,evt_1EpaH5j-z0NYOQfl6xuwFIB,2019-01-26T09:36:00.000Z,DECLINED,False,28734.08,AE,USD,"{""CAD"":1.4002210215251358,""EUR"":0.8793738462629638,""MXN"":25.133098292964643,""USD"":1,""SGD"":1.403209609737394,""AUD"":1.6972712173642166,""GBP"":0.8320170540937497}",28734.08,False
NOCxW9yNSEEba4qPn6eQO,True,GLOBALPAY,evt_1EHxBQ3KEDdmNWay-Gn5acj,2019-01-26T14:24:00.000Z,ACCEPTED,False,28991.14,AE,USD,"{""CAD"":1.4002210215251358,""EUR"":0.8793738462629638,""MXN"":25.133098292964643,""USD"":1,""SGD"":1.403209609737394,""AUD"":1.6972712173642166,""GBP"":0.8320170540937497}",28991.14,False
V6aCtqMbBk6wjV3EJWZk4,True,GLOBALPAY,evt_1EAmrL6slH_BWcTkbpIo86A,2019-01-26T19:12:00.000Z,ACCEPTED,False,28696.2,AE,USD,"{""CAD"":1.4002210215251358,""EUR"":0.8793738462629638,""MXN"":25.133098292964643,""USD"":1,""SGD"":1.403209609737394,""AUD"":1.6972712173642166,""GBP"":0.8320170540937497}",28696.2,False
3BL2elIpPzwcTKrJLD6Zh,True,GLOBALPAY,evt_1EWH8wmxTVFO60cQvLHPEOS,2019-01-27T00:00:00.000Z,ACCEPTED,False,26265.96,US,USD,"{""CAD"":1.4036316550471555,""EUR"":0.875487790067494,""MXN"":25.13047751724262,""USD"":1,""SGD"":1.400487074579611,""AUD"":1.6977466112425603,""GBP"":0.8277486518081681}",26265.96,False
r6ItuutGqOFZGnLqDRfHz,True,GLOBALPAY,evt_1ECumHHCyaP0EV8FkONQ5s4,2019-01-27T04:48:00.000Z,ACCEPTED,False,26075.23,US,USD,"{""CAD"":1.4036316550471555,""EUR"":0.875487790067494,""MXN"":25.13047751724262,""USD"":1,""SGD"":1.400487074579611,""AUD"":1.6977466112425603,""GBP"":0.8277486518081681}",26075.23,False
35tUCwuBDjmy9o7MCvZKM,True,GLOBALPAY,evt_1Er2RyOzEYp2pgGg9bRM0gV,2019-01-27T09:36:00.000Z,DECLINED,False,25980.11,US,USD,"{""CAD"":1.4036316550471555,""EUR"":0.875487790067494,""MXN"":25.13047751724262,""USD"":1,""SGD"":1.400487074579611,""AUD"":1.6977466112425603,""GBP"":0.8277486518081681}",25980.11,False
TIrB1CCkm-qatnFExmR3g,True,GLOBALPAY,evt_1EOhFzUZo34aF2WPnoHRTIp,2019-01-27T14:24:00.000Z,ACCEPTED,False,25706.76,US,USD,"{""CAD"":1.4036316550471555,""EUR"":0.875487790067494,""MXN"":25.13047751724262,""USD"":1,""SGD"":1.400487074579611,""AUD"":1.6977466112425603,""GBP"":0.8277486518081681}",25706.76,False
MLy7lZ7sYSmWG6BLRikVU,True,GLOBALPAY,evt_1E5VITgisVc4ZxIjRsiPYnU,2019-01-27T19:12:00.000Z,ACCEPTED,False,25591.53,US,USD,"{""CAD"":1.4036316550471555,""EUR"":0.875487790067494,""MXN"":25.13047751724262,""USD"":1,""SGD"":1.400487074579611,""AUD"":1.6977466112425603,""GBP"":0.8277486518081681}",25591.53,False
zKMdB7lEm5W6VoG47M74-,True,GLOBALPAY,evt_1EpGE88sfrMpZIHO3c3Lbnt,2019-01-27T00:00:00.000Z,ACCEPTED,False,23689.45,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}",942.708238553544,False
7lAlfd5NRgV1Ix3pmTJyu,True,GLOBALPAY,evt_1EDygRCibSRoMKsvhShSpRU,2019-01-27T04:48:00.000Z,ACCEPTED,False,23916.44,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}",951.7411769742024,False
UBjW75k0-qom55dIVtVCQ,True,GLOBALPAY,evt_1Err55GtQBn9rs4z6gjv5BK,2019-01-27T09:36:00.000Z,ACCEPTED,False,24137.91,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}",960.5544501229016,False
ZQOQp_mwEu5JGXvWO3oh_,True,GLOBALPAY,evt_1EOrqxAbbWQfLT4jwa2x0yO,2019-01-27T14:24:00.000Z,ACCEPTED,False,24689.61,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}",982.509038988831,False
Rc-mXG-7qjGtFu3LNDwgM,True,GLOBALPAY,evt_1EE0JDNCHPktKRh2w3rNR1z,2019-01-27T19:12:00.000Z,ACCEPTED,False,25041.1,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}",996.4963843585708,False
nao_ctg1n4JSqWoi8UHi1,True,GLOBALPAY,evt_1E_ayCkqv8kGRHfjI9v8dFa,2019-01-27T00:00:00.000Z,DECLINED,False,23319.83,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}",28386.850336099706,False
mfG9PbneoDV2-oydXsiKx,True,GLOBALPAY,evt_1Eo-WVdM77y8UGIYCJzpTgR,2019-01-27T04:48:00.000Z,ACCEPTED,False,23528.32,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}",28640.64182714288,False
dv9DY9i31B3ANVwdgZwHm,True,GLOBALPAY,evt_1EVJFLQ9taT-f-SuZRNMWke,2019-01-27T09:36:00.000Z,ACCEPTED,False,23692.22,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}",28840.154635344603,False
FtsfTr4-i8ybyectNHBKU,True,GLOBALPAY,evt_1EiXHlIrjjxiksZ4LCR6The,2019-01-27T14:24:00.000Z,ACCEPTED,False,23841.16,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}",29021.45687850241,False
IcdO_ITm_UlAy4FETpQSX,True,GLOBALPAY,evt_1EMBdu-ATUL2V8JUnCkSS9y,2019-01-27T19:12:00.000Z,ACCEPTED,False,24353.94,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}",29645.65564476036,False
DuVcPTLlIy6PPzomXnYgg,True,GLOBALPAY,evt_1EE1Dm1SqhbFScREZSjmuNn,2019-01-27T00:00:00.000Z,DECLINED,False,25950.11,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}",29889.731025294128,False
F0tmRoqcryCamoH9T1gOJ,True,GLOBALPAY,evt_1ESCVwV51NUfgNAKWX8jMki,2019-01-27T04:48:00.000Z,ACCEPTED,False,26427.04,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}",30439.06624652801,False
w4liS97I1TOno46i-ujyc,True,GLOBALPAY,evt_1EN8WEIAu5on7MEd0rtgOVL,2019-01-27T09:36:00.000Z,ACCEPTED,False,26481.61,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}",30501.920801751487,False
VuK9doh2IpJAnCHyXG2rU,True,GLOBALPAY,evt_1EkLyu8u8qfWIs-rKJpmDsx,2019-01-27T14:24:00.000Z,ACCEPTED,False,26874.44,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}",30954.388365036044,False
NA7v8mrpeBYoYAyAlesLt,True,GLOBALPAY,evt_1E-xXS7HrYFWJ1hK6lCgH_-,2019-01-27T19:12:00.000Z,DECLINED,False,27008.97,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}",31109.342063299093,False
YQxvbMk_6O0zflZXjJsB3,True,GLOBALPAY,evt_1EV4CC7FO6-3WPtaRWnsBx8,2019-01-27T00:00:00.000Z,ACCEPTED,False,21778.78,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}",15452.934696218535,False
3XVxPtE5HMRzL0rfLMG0v,True,GLOBALPAY,evt_1Eozr-j8kV78QlzYWRf8wK1,2019-01-27T04:48:00.000Z,DECLINED,False,21803.16,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}",15470.233302839008,False
JV6t3_hKl2yupaQRZ03ZP,True,GLOBALPAY,evt_1EUp91xRtmLFnHAsQ82wMEi,2019-01-27T09:36:00.000Z,ACCEPTED,False,22198.39,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}",15750.665144291395,False
mthsN9jw2a8qTgQD4Lo0c,True,GLOBALPAY,evt_1EjLxfqFVOlzfZVkKcCiA7h,2019-01-27T14:24:00.000Z,ACCEPTED,False,21932.86,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}",15562.260754794515,False
DCMWIU9eixL40bt_ehNlF,True,GLOBALPAY,evt_1EYvCHiZ7Ppf3fLVuIPaGFB,2019-01-27T19:12:00.000Z,DECLINED,False,22609.89,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}",16042.641215838745,False
zlvSlzsWvrKkNWChNi916,True,GLOBALPAY,evt_1EnFe_b4RN-M0SyMi_QLloK,2019-01-27T00:00:00.000Z,DECLINED,False,29018.08,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}",29018.08,False
8XGFanz6zuKTaZYa-tM18,True,GLOBALPAY,evt_1Ewguqfldem4idTyDESAOyy,2019-01-27T04:48:00.000Z,DECLINED,False,28769.36,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}",28769.36,False
D3iRth1ycadzQs2tfi0sB,True,GLOBALPAY,evt_1ExJZpnoo4Ge3kS5sRnTEsS,2019-01-27T09:36:00.000Z,ACCEPTED,False,28647.23,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}",28647.23,False
y_eTWUF7A6ehwceSC5ZNm,True,GLOBALPAY,evt_1EgCEGN7XSj08oxEpX_6BHl,2019-01-27T14:24:00.000Z,ACCEPTED,False,28693.08,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}",28693.08,False
0UbBF6qN5jQgigrrzWaDH,True,GLOBALPAY,evt_1Eo-rOj1pYhd0eGOBUGcQwC,2019-01-27T19:12:00.000Z,ACCEPTED,False,28602.41,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}",28602.41,False
7CewyTm37OLqey5cSI_6q,True,GLOBALPAY,evt_1EO_LWai5I9xwZ6o9OhlWdA,2019-01-28T00:00:00.000Z,ACCEPTED,False,25684.85,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}",25684.85,False
WEn4a3d7WzZo_RR0Lf23e,True,GLOBALPAY,evt_1ESRKa6x6kvkqATeFD0wnPN,2019-01-28T04:48:00.000Z,ACCEPTED,False,25513.6,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}",25513.6,False
afh0iIVBx5wi1sxluHA3B,True,GLOBALPAY,evt_1EOT9jtTKT7tl-NxEz2LUEv,2019-01-28T09:36:00.000Z,DECLINED,False,25444.21,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}",25444.21,False
w7hedyFnHy_uiJOoFSM4E,True,GLOBALPAY,evt_1Ewvc3GU37wvPr7fWU_acYg,2019-01-28T14:24:00.000Z,ACCEPTED,False,25900.09,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}",25900.09,False
